Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Tomato,3.644702531,51.83495061,10
Radish,6.000681436,59.86845174,6
Bottle Gourd,5.946354932,88.49111224,7
Apple,3.637975164,60.68137427,30
Cabbage,7.952457113,62.74374835,15
Carrot,5.270233039,50.01168157,19
Apple,6.452554648,88.2051144,22
Beetroot,7.515173124,85.05827915,21
Brinjal,7.83127305,82.54245068,1
Broccoli,3.218811697,84.52090235,8
Guava,6.380937501,55.40776478,6
Papaya,6.79576338,64.31731315,2
Tomato,4.738098354,53.97202587,8
Brinjal,3.02753981,54.1914143,8
Pointed Gourd,7.065333916,52.27086657,9
Garlic,3.62805124,73.6564777,89
Garlic,4.985331608,57.07892285,88
Orange,6.916140761,66.35542039,25
Brinjal,5.07625976,55.51360656,5
Cabbage,3.158472146,51.56364033,22
Bitter Gourd,3.530426289,69.93195995,7
Sweet Potato,4.524087929,61.98656298,44
Mint Leaves,5.365891654,78.13938684,1
Turnip,2.025192799,79.48839851,22
Okra,3.346820895,64.42946241,7
Pumpkin,6.494210124,85.36046668,13
Sweet Potato,7.496402812,63.29440364,39
Taro Root,3.095750891,61.13339213,31
Lettuce,7.619252,64.07722687,1
Orange,5.065381974,82.85841871,25
Potato,5.828129211,73.00163047,56
Broccoli,4.944293301,85.82174298,5
Pineapple,4.572319947,52.33339173,13
Green Chili,5.18458626,53.87244597,8
Jackfruit,2.409392058,61.95406856,9
Drumstick,6.304000522,83.35696843,3
Grapes,7.808173444,62.74964237,8
Green Chili,3.013501815,56.5996186,11
Brinjal,5.933349715,54.4072559,4
Pointed Gourd,7.825475906,71.01856138,8
Drumstick,3.784704615,89.90786088,6
Pumpkin,3.406346268,78.5284543,19
Onion,4.264526815,57.15424254,29
Cucumber,6.456562559,57.32076828,10
Broccoli,3.191223925,71.66049801,10
Onion,3.592332659,83.22920497,27
Green Chili,6.41088835,73.09489585,5
Sweet Potato,7.819700422,58.78375864,39
Green Chili,6.429506537,50.43590541,6
Apple,4.946159131,86.85386567,25
Coriander Leaves,7.918001491,53.05307244,1
Pomegranate,7.255319628,68.66995991,25
Onion,3.043823765,63.96326215,31
Potato,5.628680325,81.07620513,55
Garlic,6.587155201,78.0503472,84
Ash Gourd,7.583316959,67.26768214,24
Coriander Leaves,2.292955833,51.88616219,5
Ash Gourd,6.205704206,85.20390077,23
Cabbage,5.846916914,77.96710468,16
Potato,4.430557223,64.31876477,59
Pear,2.909327202,80.36427936,9
Green Chili,3.169280935,66.06261895,11
Broccoli,3.135758385,67.0920718,11
Turnip,7.670815452,62.12543852,15
Onion,4.573422681,87.72140787,25
Bottle Gourd,7.789257475,54.29959266,8
Bitter Gourd,6.902927473,68.57059072,2
Pointed Gourd,4.849109344,82.24442901,10
Drumstick,7.960705649,70.67435634,3
Guava,3.832033386,89.66247702,6
Sweet Potato,2.60557806,72.11389214,46
Amaranth Leaves,4.400853855,84.5503215,1
Papaya,5.267866195,60.69903826,5
Cauliflower,7.597798875,81.86744469,6
Ash Gourd,4.16408527,82.23471737,27
Taro Root,5.701629168,71.39630429,27
Okra,6.670921622,72.47217453,2
Pineapple,7.306534549,61.02203044,9
Carrot,7.601128864,52.61911087,15
Ridge Gourd,6.696472987,63.20524659,5
Banana,5.168326305,52.78560266,5
Okra,5.140474487,89.71474036,1
Spinach,3.463201057,50.34366532,4
Pineapple,6.160916998,70.12861289,10
Guava,5.254200439,58.736752,8
Brinjal,2.497264396,60.15704227,9
Mango,5.268158267,80.98659672,1
Ivy Gourd,4.809860018,63.86787075,12
Jackfruit,2.97349401,78.64116206,6
Pineapple,3.329183367,53.84171822,15
French Beans,4.292044208,65.17281328,6
Coriander Leaves,4.71087991,73.28680817,1
Ginger,5.384102586,65.83744005,17
Drumstick,4.428205612,60.9283056,9
Ash Gourd,7.600876314,64.40782602,24
Orange,4.896284786,68.99512146,28
Spinach,6.789937114,58.98820962,1
Brinjal,6.45716245,75.40928305,2
Apple,2.710493161,88.12286846,28
Garlic,7.727606026,60.98904105,84
Tomato,7.724442749,68.86644778,4
Ash Gourd,5.171213637,66.93500763,28
Ivy Gourd,4.231212499,53.92923637,13
Carrot,6.420567736,88.49107068,13
Cucumber,5.104694756,88.01951673,8
Spring Onion,3.647144729,57.20808717,5
Pineapple,4.648021709,88.65462733,9
Onion,6.896092894,67.40832592,25
Brinjal,4.417977727,86.02891495,3
Ivy Gourd,5.350920173,69.69926794,11
Ash Gourd,3.126475625,75.11799377,30
Taro Root,2.830049664,80.20150632,29
Pointed Gourd,7.720607016,54.16310674,8
Brinjal,2.266284141,54.19458894,9
Garlic,7.899425929,52.8932652,84
Potato,2.168342739,53.87388359,62
Amaranth Leaves,2.925162933,68.02420103,4
Cabbage,6.620545412,51.31728573,17
Cucumber,3.656289697,52.8079094,14
French Beans,5.586098361,83.75759372,1
Cabbage,3.632155338,53.85966507,21
Pear,3.686839373,62.6434881,10
Brinjal,5.535132591,56.51637155,4
Papaya,5.687566047,63.58554754,4
Brinjal,6.288865193,80.19445688,1
Radish,7.756230054,66.5122498,4
Radish,7.023284611,77.2523378,4
Tomato,4.375784952,71.05038548,9
Chikoo,2.916198708,67.8987616,8
Bottle Gourd,7.187509437,54.04006604,9
Lemon,7.933672645,54.64756845,24
Orange,5.12316243,57.47752447,28
Brinjal,2.441296635,75.65890836,8
Capsicum,5.841623669,81.50108887,4
Cabbage,5.171194877,55.0646448,19
Capsicum,5.005740522,68.50121143,8
Papaya,2.960698345,63.89254123,8
Pointed Gourd,6.433229827,88.83168154,6
Radish,5.646770337,65.58687324,7
Cabbage,7.898198706,65.74740997,15
Ivy Gourd,4.907665319,56.2153591,12
Coriander Leaves,7.026396583,83.2030554,1
Spring Onion,7.615480205,60.79983431,1
Chikoo,2.809345602,58.26430632,8
Beetroot,7.422032372,66.67083562,24
Cucumber,4.279266793,71.06934589,13
Okra,6.547315189,83.59716866,1
Taro Root,3.033962353,85.50058387,28
Lettuce,2.337727005,60.82194021,7
Pear,7.037732637,55.8436602,5
Guava,3.077019002,83.01003935,8
Green Chili,5.05542323,84.24723992,5
Orange,6.156115102,51.36543734,26
Guava,7.777076204,84.66596781,1
Jackfruit,7.621375377,85.18796883,1
Snake Gourd,5.234729451,80.34509945,10
Cluster Beans,5.793372239,66.43673398,4
Pomegranate,6.123439953,55.76395995,26
Radish,4.123681203,57.62290468,9
Drumstick,5.531992197,78.28177638,6
Onion,3.779194221,88.84538914,26
Snake Gourd,2.420677622,81.00596868,14
Pineapple,4.446778489,85.14757546,10
Ridge Gourd,2.2834585,85.79932102,9
Lemon,6.693355092,84.96778368,22
Turnip,2.284006117,76.83365812,22
Bottle Gourd,6.379952726,89.98537596,6
Cabbage,6.586555978,63.31488689,17
Cauliflower,4.836830156,76.75885053,11
Pineapple,7.9438199,64.66736354,8
Pear,6.652614134,81.75560218,3
Onion,5.611901599,67.89024861,27
Orange,5.517055324,89.55953422,23
Chikoo,5.718532691,70.90594348,4
Bitter Gourd,5.929957188,73.46037197,3
Coriander Leaves,7.912573172,72.71824336,1
Cucumber,5.69965208,68.42471407,11
Garlic,3.80078581,86.03119777,87
Amaranth Leaves,3.290419831,59.652555,4
Pointed Gourd,6.457460277,80.05587102,8
Papaya,7.946664394,61.69850008,1
Ridge Gourd,7.233908443,62.4441325,5
Cucumber,7.070952509,78.49533699,7
French Beans,2.443216929,77.1085333,7
Turnip,4.003151742,71.78280241,20
Pineapple,4.742560887,56.89372271,12
Okra,7.492746125,57.07131375,1
Ridge Gourd,5.404550964,74.59691312,6
Green Chili,2.225676935,81.09289043,10
Broccoli,4.548382105,89.54786995,5
Taro Root,7.264579702,72.58620419,24
Taro Root,7.454155353,78.91503415,23
Orange,6.586839814,70.12168178,26
Pineapple,7.314932549,65.62732485,9
Guava,3.671707305,66.93246439,10
Onion,5.022005382,70.83327643,28
Sweet Potato,2.231159228,73.44185941,46
Guava,5.939108633,57.35958564,7
Drumstick,2.017793348,64.99933815,12
Snake Gourd,6.066705775,74.46241677,10
Orange,3.160893793,71.7162924,30
Garlic,4.146990234,62.55162686,89
Broccoli,6.437046731,69.87592343,6
Banana,5.806891607,85.29012364,1
Banana,7.022325065,82.67022838,1
Mint Leaves,5.077438493,75.22160296,1
Lemon,4.865144285,75.80066085,27
Ivy Gourd,4.39897125,70.21366224,13
Guava,5.993219018,62.23058018,7
Apple,6.436523384,88.1035177,22
Fenugreek Leaves,5.098278699,69.34961723,1
Cauliflower,4.882711704,71.1312859,12
Taro Root,6.352927716,79.29418212,24
Mint Leaves,2.395097971,65.34078351,5
Bottle Gourd,4.380929554,56.51684178,13
Turnip,4.189516182,67.96785404,20
Pineapple,2.658384703,57.31378285,16
Tomato,7.619413459,80.87127876,2
Banana,2.990070652,71.32542512,8
Sweet Potato,2.01895435,73.64914821,47
Amaranth Leaves,2.203179142,59.47488709,5
Broccoli,2.736390613,76.71365683,10
Cauliflower,3.061087141,73.40460401,14
Tomato,3.187475273,54.94208449,11
Pineapple,2.502747273,63.08413657,16
Spring Onion,2.551803418,63.65716967,7
Sweet Potato,4.511807829,71.6159541,43
Spinach,3.850302415,64.26639725,4
Coriander Leaves,3.973621136,62.17636985,3
Cabbage,2.205598136,89.16248418,19
Apple,3.240350482,85.93655392,27
French Beans,7.372875744,74.70395458,1
Capsicum,2.35922604,56.63811607,12
Pomegranate,7.960647454,71.9873228,23
Mango,3.424566624,60.52756413,6
Beetroot,4.944854966,60.46564747,28
Spinach,3.136289249,67.49899952,5
Mango,4.757943735,56.24592355,4
Pineapple,4.640912742,57.17701541,13
Onion,7.703283814,87.10346884,21
Cabbage,2.607367509,84.42334017,20
Broccoli,5.719446963,60.57031485,7
French Beans,3.789181126,52.75393757,7
Grapes,2.923030558,67.61997753,15
Radish,4.199123137,87.60944794,6
Ash Gourd,6.36598741,72.22438611,26
Papaya,7.148749621,56.18885914,2
Mint Leaves,7.108115689,82.3453175,1
Snake Gourd,2.602925851,51.06739332,16
Lettuce,2.035733469,86.74281334,4
Taro Root,2.385981572,84.38027607,29
Banana,7.287044242,72.87991529,1
Capsicum,5.371818566,66.96326913,7
Broccoli,7.626709859,53.57685793,4
Banana,3.550685423,84.57730395,4
Mint Leaves,6.426716433,64.87294538,1
Sweet Potato,5.059678445,52.85937157,43
Taro Root,4.418028741,58.14278757,29
Capsicum,6.706985892,76.64809469,4
Chikoo,2.824919105,51.57610146,8
Broccoli,2.675702196,50.40690192,11
Pomegranate,7.166796771,85.86670413,22
Pointed Gourd,3.014054372,59.6322099,15
Spinach,2.111252575,63.56583414,6
Lettuce,7.467113243,60.28956926,1
Sweet Potato,4.119218868,89.72648254,40
Lettuce,4.030762042,85.52471401,1
Orange,3.870456575,54.18700668,30
Pumpkin,3.681407208,80.70943894,18
Bitter Gourd,6.37088588,87.85907349,1
Taro Root,4.699051205,52.85442003,28
Mint Leaves,6.507467971,77.20709743,1
Cucumber,6.336085087,84.70378987,7
Grapes,2.678894758,56.18990546,15
Brinjal,3.369955454,50.09126983,7
Turnip,5.791100502,75.40195286,17
Pomegranate,5.800827966,53.07618461,27
French Beans,7.457445928,84.47211954,1
Pineapple,7.059301685,67.70127066,9
Drumstick,2.976330647,60.17099693,11
Pointed Gourd,5.289937615,75.20415856,11
Ash Gourd,7.055125028,56.77794824,25
Pomegranate,7.326738406,69.81646639,25
Potato,3.491141905,56.04354596,60
Grapes,5.169460212,72.23144402,11
Radish,2.294872848,66.7589581,12
Spinach,3.081962311,63.75387469,5
Coriander Leaves,6.628359677,74.23990905,1
Snake Gourd,7.143547847,65.96529571,9
Ash Gourd,4.33351485,61.34389536,29
Spring Onion,4.341564041,62.1929206,4
French Beans,7.402318272,64.70879521,1
Bitter Gourd,4.860010401,67.09686376,5
Okra,6.998172247,74.40914478,1
Cluster Beans,5.800137975,77.89264815,2
Ginger,6.091219248,67.36420678,16
Turnip,2.640111738,79.73119364,21
Cucumber,3.809893243,74.38019249,13
Drumstick,3.637863257,55.76983854,10
Capsicum,7.222264326,69.82982575,5
Cluster Beans,4.863589136,68.26967079,5
Cauliflower,4.823497331,66.25217187,12
Radish,2.951879633,56.41272607,11
Snake Gourd,4.879448645,63.20815963,12
Cabbage,4.539316076,77.56716304,18
Ash Gourd,2.055727751,73.21423374,32
Cauliflower,6.02011235,85.37144921,7
Cucumber,4.747378227,82.3975927,10
Banana,3.131021298,57.19970389,8
Pineapple,6.077828846,76.97826089,9
Amaranth Leaves,6.490696935,77.26103157,1
Lemon,4.339382286,54.28371239,29
Grapes,5.670870727,72.17290619,11
Ivy Gourd,5.704029081,84.4218495,8
Amaranth Leaves,2.709716246,66.14337599,4
Mango,7.209779015,89.15879016,1
Drumstick,6.862085933,88.10591761,2
Ginger,3.117472356,51.08293001,21
Coriander Leaves,5.337616335,67.72813307,1
Capsicum,7.896916374,83.52385835,1
Ash Gourd,5.971357346,76.64817127,25
Garlic,7.841943072,78.0335282,82
Sweet Potato,3.685653981,59.96237872,45
Potato,6.845177898,82.10781099,53
Grapes,3.229484951,80.08919681,13
Okra,6.111659016,52.56176062,3
Pumpkin,3.917858555,65.93096857,20
Mango,6.699218777,65.03788638,1
Papaya,5.49243783,76.99222508,3
Cauliflower,5.599180692,51.7261445,11
Tomato,5.076041295,63.37832363,8
Okra,5.524414979,84.93384802,1
Spinach,5.455895875,71.64154958,1
Cauliflower,6.595035868,70.17467328,10
Cluster Beans,5.916840179,67.38300217,4
Brinjal,4.245250476,78.91064648,4
Brinjal,7.496403218,64.52528545,1
Mango,4.347698965,86.09244892,2
Pomegranate,7.208038565,63.2675979,25
Carrot,3.81682743,80.78775336,19
Spinach,3.431255012,63.12904111,4
Grapes,7.867824114,84.87964358,5
Banana,4.432557135,74.97383143,5
Mango,5.674367573,70.13791369,3
Capsicum,6.543253253,84.10796592,3
Ridge Gourd,2.09553156,50.22447693,12
Papaya,3.364883713,61.04260027,7
Orange,5.538706054,78.06500664,26
Carrot,4.833903881,77.45064176,18
Cucumber,6.020811465,73.23517048,10
Cluster Beans,5.071114129,76.98721863,3
Cauliflower,5.47835718,63.02003825,11
Ginger,7.827854153,75.34138588,13
Mango,3.275733167,63.21976277,7
Mint Leaves,2.763394527,81.2570206,2
Lemon,2.37474964,80.56903717,30
Ivy Gourd,7.277468331,64.56204112,9
Ridge Gourd,7.608944739,51.41469564,4
Ivy Gourd,4.195261743,60.8076114,13
Cucumber,7.654043775,78.04315838,6
Pineapple,5.786483135,74.49507352,10
Garlic,3.157687251,84.80661997,88
Cucumber,6.915087173,64.38847796,9
Snake Gourd,5.950426899,61.13426503,11
Lemon,4.456182971,80.35012598,27
Drumstick,2.500821304,73.96011401,11
Mango,4.416455129,72.41227362,4
Spring Onion,3.900905272,58.61586938,5
Cauliflower,4.072072493,87.27230899,10
Pomegranate,4.267770782,84.29652701,26
Guava,2.024162525,52.22450046,12
Pumpkin,2.987880232,82.58095438,19
Lemon,4.639101799,77.6965891,27
Banana,5.494036671,64.01085411,4
Green Chili,4.363538746,66.88814336,9
Bitter Gourd,3.292006047,56.91888091,8
Taro Root,7.275449162,71.41724389,24
Lemon,4.337487306,73.29022167,28
Ash Gourd,2.417392186,79.96175688,30
Drumstick,2.349864939,58.80890936,12
Taro Root,5.511569074,89.42768119,23
Onion,7.294155075,83.95324444,22
Okra,4.438290386,88.21500903,2
Lemon,5.9653639,66.08763916,27
Radish,5.89163597,64.034745,7
Bitter Gourd,6.223889861,51.22540721,3
Coriander Leaves,4.012865208,69.54080091,2
Pointed Gourd,5.921981564,70.04024509,11
Cabbage,4.39855185,60.32089055,20
Papaya,5.590410239,74.7586559,3
Pointed Gourd,5.413412514,61.04097457,11
Pomegranate,2.588246349,74.86643077,31
Carrot,6.635031495,62.06486981,17
Okra,5.648529076,52.13100828,4
Cucumber,5.939914515,61.25946774,11
Grapes,4.330807925,70.73303557,13
Capsicum,3.671261919,75.71722632,9
Snake Gourd,3.091229642,88.16222386,11
Ridge Gourd,2.371724266,70.55796356,12
Pomegranate,3.259588495,62.36000491,31
Pear,7.741195135,79.75592834,2
Broccoli,5.452439777,57.93651014,7
Bitter Gourd,5.721623444,51.16610618,4
Spring Onion,7.849204577,77.43359983,1
Lemon,2.024484675,57.27473589,32
Lettuce,2.609928732,79.77160728,5
Bottle Gourd,3.697574383,71.55078231,14
Onion,2.334635974,64.53351558,32
French Beans,5.966256353,88.93203814,1
Ridge Gourd,5.951253651,84.13445934,4
Ridge Gourd,2.890188365,67.83595704,11
Banana,2.319277001,74.97056827,8
Ivy Gourd,5.269136238,66.92650968,12
Beetroot,5.37708657,71.66181576,27
Cabbage,5.115259015,83.01896132,16
Jackfruit,4.932512767,52.64120302,5
Chikoo,5.026971255,88.61760612,1
Onion,2.070264498,81.73216354,30
Bottle Gourd,4.370769281,57.32298545,13
Garlic,6.71171323,56.72116733,85
Ivy Gourd,6.825448624,52.39069273,9
Potato,5.361118119,61.750744,57
Pointed Gourd,2.175724343,52.64835534,16
Jackfruit,3.096801643,80.08545595,6
Chikoo,5.550325492,69.75374827,4
Green Chili,4.24163048,71.26613232,9
Orange,6.534475897,73.00083218,25
Cluster Beans,3.74169513,63.47951845,7
Capsicum,7.800812587,77.96037053,2
Bitter Gourd,4.326653235,83.0712429,3
Guava,5.246861993,57.64313918,8
Bottle Gourd,6.936143815,60.41350399,9
Drumstick,4.924158004,88.16614464,4
Tomato,5.022941936,74.04709558,7
Spinach,2.095513059,73.11397611,6
Amaranth Leaves,4.109619524,78.38401831,1
Spring Onion,7.27240494,78.45591104,1
Broccoli,2.296061906,74.62038343,11
Pineapple,4.62037539,71.55671253,12
Radish,4.744952098,84.31882308,6
Okra,2.468810473,84.13046512,6
Jackfruit,5.562558712,66.56300742,4
Potato,5.699516016,56.52564134,57
Papaya,5.576789597,60.84766103,4
Ginger,3.620568319,58.70119209,20
Ginger,7.570118879,73.26878754,13
Spinach,4.660423139,59.26912715,3
Potato,6.787762546,69.96672804,55
Bottle Gourd,2.70975448,55.49348464,15
French Beans,4.116839455,81.41098236,4
Pomegranate,6.373624936,57.20087054,26
Apple,3.516279358,55.10421293,30
Beetroot,5.654528437,80.90670047,25
Grapes,3.765944022,55.14796962,14
Okra,7.111089122,60.7565665,2
Bottle Gourd,3.239398265,65.84077859,15
Pumpkin,3.175176311,50.05491165,21
Pointed Gourd,5.40164941,68.24606634,11
Banana,6.956491889,62.15769092,2
Guava,5.908085828,53.58478517,7
Okra,7.477937066,56.49793138,1
Tomato,5.82379521,88.77609135,3
Orange,6.287148382,59.65161135,26
Pear,2.77760653,85.96403118,8
Carrot,4.626685747,66.928656,20
Cauliflower,6.746624724,60.4405778,9
Tomato,2.12279093,73.84393466,12
Jackfruit,4.190187069,62.18927463,6
Pear,2.428337352,75.239319,11
Cucumber,6.349882726,57.68041164,10
Ivy Gourd,6.122945917,76.90170928,9
Ash Gourd,5.035622407,85.26643955,25
Cucumber,4.474470272,86.38373277,10
Taro Root,4.459415035,81.46267329,27
Okra,2.986866247,66.15788624,8
Carrot,2.528330552,51.0998769,23
Lemon,4.199001009,60.04240262,29
Sweet Potato,5.610431668,62.57547561,42
Tomato,4.767516325,77.52007564,7
Garlic,7.103872863,54.5159842,85
Pumpkin,4.893845242,75.00385721,17
Cucumber,2.857618457,85.94986562,12
Fenugreek Leaves,4.082498279,71.37223191,2
Taro Root,7.80607768,63.15454016,24
Drumstick,4.109913748,65.29180585,9
Lemon,4.015028755,83.24185692,27
Ivy Gourd,7.36608397,57.73842841,8
Papaya,7.20806279,77.16271492,1
Cluster Beans,5.037604068,54.01474508,5
Taro Root,7.680412314,64.85542885,24
Cabbage,2.625143456,80.59401134,20
Pumpkin,6.943721025,87.67967094,12
Garlic,7.35070247,89.13357603,81
Beetroot,7.657465701,87.32400813,21
Pumpkin,6.917852263,52.47321184,15
Lemon,5.50112836,60.26390915,27
Pear,6.6276783,78.68682503,4
Guava,4.04987574,57.5603988,9
Potato,7.645916613,88.23351417,50
Ginger,2.705901888,74.79934777,20
Amaranth Leaves,7.753103201,72.28957064,1
Taro Root,5.683500968,62.82545496,27
Pear,6.876668287,79.03723975,3
Pineapple,3.847160042,78.34148353,12
Beetroot,5.870708937,63.65612858,27
Pumpkin,7.162217355,82.04285434,12
Amaranth Leaves,4.358380148,77.31127646,1
Ash Gourd,2.574426829,62.51005545,32
Ridge Gourd,6.469904029,83.99300276,3
Ginger,7.432108682,68.91923384,14
Jackfruit,7.826223814,85.20109997,1
Cauliflower,7.384002902,76.23557859,7
Lemon,3.30589978,89.52597192,27
Sweet Potato,3.00046842,73.88880025,45
Mint Leaves,7.800351878,65.47908058,1
Drumstick,2.10622274,75.59232501,11
Mango,3.110639692,84.14841124,4
Ivy Gourd,5.019907158,72.10430361,12
Cluster Beans,7.265532896,58.3013394,2
Bottle Gourd,4.316588047,53.3939967,13
Pear,6.540404606,84.77518403,3
Tomato,3.779572043,59.94677406,10
Orange,2.448176013,54.26505558,32
Pointed Gourd,3.270581934,58.90753836,15
Radish,7.484922994,69.84910085,4
Spring Onion,3.624862356,53.46718541,5
Fenugreek Leaves,7.860236717,70.09055526,1
Drumstick,4.763318642,66.95193265,8
Tomato,5.701526321,82.42541874,4
Garlic,6.290663352,53.38750381,86
Papaya,7.154073737,60.04853294,2
Drumstick,3.789126908,52.33200682,10
Carrot,6.172661471,55.62073083,17
Mango,7.13329748,61.62089662,1
Radish,7.007099081,80.50076099,3
Pointed Gourd,7.299308849,61.14004826,9
Coriander Leaves,3.588684053,53.3570959,3
